source_text,tone,target_text,,,
I watch that story,poetic,"Like a fading echo, i watch that story.",,,
I meet the place,formal,I sincerely meet the place.,,,
I meet the place,informal,I meet the place!,,,
I meet the place,poetic,"Like a fading echo, i meet the place.",,,
I meet this idea,formal,I sincerely meet this idea.,,,
I meet this idea,informal,I meet this idea!,,,
I meet this idea,poetic,"Like a fading echo, i meet this idea.",,,
I meet the moment,formal,I sincerely meet the moment.,,,
I meet the moment,informal,I meet the moment!,,,
I meet the moment,poetic,"Like a fading echo, i meet the moment.",,,
I meet your words,formal,I sincerely meet your words.,,,
I meet your words,informal,I meet your words!,,,
I meet your words,poetic,"Like a fading echo, i meet your words.",,,
I meet the truth,formal,I sincerely meet the truth.,,,
I meet the truth,informal,I meet the truth!,,,
I meet the truth,poetic,"Like a fading echo, i meet the truth.",,,
I meet that story,formal,I sincerely meet that story.,,,
I meet that story,informal,I meet that story!,,,
I meet that story,poetic,"Like a fading echo, i meet that story.",,,
I hear the place,formal,I sincerely hear the place.,,,
I hear the place,informal,I hear the place!,,,
I hear the place,poetic,"Like a fading echo, i hear the place.",,,
I hear this idea,formal,I sincerely hear this idea.,,,
I hear this idea,informal,I hear this idea!,,,
I hear this idea,poetic,"Like a fading echo, i hear this idea.",,,
I hear the moment,formal,I sincerely hear the moment.,,,
I hear the moment,informal,I hear the moment!,,,
I hear the moment,poetic,"Like a fading echo, i hear the moment.",,,
I hear your words,formal,I sincerely hear your words.,,,
I hear your words,informal,I hear your words!,,,
I hear your words,poetic,"Like a fading echo, i hear your words.",,,
I hear the truth,formal,I sincerely hear the truth.,,,
I hear the truth,informal,I hear the truth!,,,
I hear the truth,poetic,"Like a fading echo, i hear the truth.",,,
I hear that story,formal,I sincerely hear that story.,,,
I hear that story,informal,I hear that story!,,,
I hear that story,poetic,"Like a fading echo, i hear that story.",,,
You like the place,formal,I sincerely like the place.,,,
You like the place,informal,You like the place!,,,
You like the place,poetic,"Like a fading echo, you like the place.",,,
You like this idea,formal,I sincerely like this idea.,,,
You like this idea,informal,You like this idea!,,,
You like this idea,poetic,"Like a fading echo, you like this idea.",,,
You like the moment,formal,I sincerely like the moment.,,,
You like the moment,informal,You like the moment!,,,
You like the moment,poetic,"Like a fading echo, you like the moment.",,,
You like your words,formal,I sincerely like your words.,,,
You like your words,informal,You like your words!,,,
You like your words,poetic,"Like a fading echo, you like your words.",,,
You like the truth,formal,I sincerely like the truth.,,,
You like the truth,informal,You like the truth!,,,
You like the truth,poetic,"Like a fading echo, you like the truth.",,,
You like that story,formal,I sincerely like that story.,,,
You like that story,informal,You like that story!,,,
You like that story,poetic,"Like a fading echo, you like that story.",,,
You see the place,formal,I sincerely see the place.,,,
You see the place,informal,You see the place!,,,
You see the place,poetic,"Like a fading echo, you see the place.",,,
You see this idea,formal,I sincerely see this idea.,,,
You see this idea,informal,You see this idea!,,,
You see this idea,poetic,"Like a fading echo, you see this idea.",,,
You see the moment,formal,I sincerely see the moment.,,,
You see the moment,informal,You see the moment!,,,
You see the moment,poetic,"Like a fading echo, you see the moment.",,,
You see your words,formal,I sincerely see your words.,,,
You see your words,informal,You see your words!,,,
You see your words,poetic,"Like a fading echo, you see your words.",,,
You see the truth,formal,I sincerely see the truth.,,,
You see the truth,informal,You see the truth!,,,
You see the truth,poetic,"Like a fading echo, you see the truth.",,,
You see that story,formal,I sincerely see that story.,,,
You see that story,informal,You see that story!,,,
You see that story,poetic,"Like a fading echo, you see that story.",,,
You know the place,formal,I sincerely know the place.,,,
You know the place,informal,You know the place!,,,
You know the place,poetic,"Like a fading echo, you know the place.",,,
You know this idea,formal,I sincerely know this idea.,,,
You know this idea,informal,You know this idea!,,,
You know this idea,poetic,"Like a fading echo, you know this idea.",,,
You know the moment,formal,I sincerely know the moment.,,,
You know the moment,informal,You know the moment!,,,
You know the moment,poetic,"Like a fading echo, you know the moment.",,,
You know your words,formal,I sincerely know your words.,,,
You know your words,informal,You know your words!,,,
You know your words,poetic,"Like a fading echo, you know your words.",,,
You know the truth,formal,I sincerely know the truth.,,,
You know the truth,informal,You know the truth!,,,
You know the truth,poetic,"Like a fading echo, you know the truth.",,,
You know that story,formal,I sincerely know that story.,,,
You know that story,informal,You know that story!,,,
You know that story,poetic,"Like a fading echo, you know that story.",,,
You remember the place,formal,I sincerely remember the place.,,,
You remember the place,informal,You remember the place!,,,
You remember the place,poetic,"Like a fading echo, you remember the place.",,,
You remember this idea,formal,I sincerely remember this idea.,,,
You remember this idea,informal,You remember this idea!,,,
You remember this idea,poetic,"Like a fading echo, you remember this idea.",,,
You remember the moment,formal,I sincerely remember the moment.,,,
You remember the moment,informal,You remember the moment!,,,
You remember the moment,poetic,"Like a fading echo, you remember the moment.",,,
You remember your words,formal,I sincerely remember your words.,,,
You remember your words,informal,You remember your words!,,,
You remember your words,poetic,"Like a fading echo, you remember your words.",,,
You remember the truth,formal,I sincerely remember the truth.,,,
You remember the truth,informal,You remember the truth!,,,
You remember the truth,poetic,"Like a fading echo, you remember the truth.",,,
You remember that story,formal,I sincerely remember that story.,,,
You remember that story,informal,You remember that story!,,,
You remember that story,poetic,"Like a fading echo, you remember that story.",,,
You find the place,formal,I sincerely find the place.,,,
You find the place,informal,You find the place!,,,
You find the place,poetic,"Like a fading echo, you find the place.",,,
You find this idea,formal,I sincerely find this idea.,,,
You find this idea,informal,You find this idea!,,,
You find this idea,poetic,"Like a fading echo, you find this idea.",,,
You find the moment,formal,I sincerely find the moment.,,,
You find the moment,informal,You find the moment!,,,
You find the moment,poetic,"Like a fading echo, you find the moment.",,,
You find your words,formal,I sincerely find your words.,,,
You find your words,informal,You find your words!,,,
You find your words,poetic,"Like a fading echo, you find your words.",,,
You find the truth,formal,I sincerely find the truth.,,,
You find the truth,informal,You find the truth!,,,
You find the truth,poetic,"Like a fading echo, you find the truth.",,,
You find that story,formal,I sincerely find that story.,,,
You find that story,informal,You find that story!,,,
You find that story,poetic,"Like a fading echo, you find that story.",,,
You watch the place,formal,I sincerely watch the place.,,,
You watch the place,informal,You watch the place!,,,
You watch the place,poetic,"Like a fading echo, you watch the place.",,,
You watch this idea,formal,I sincerely watch this idea.,,,
You watch this idea,informal,You watch this idea!,,,
You watch this idea,poetic,"Like a fading echo, you watch this idea.",,,
You watch the moment,formal,I sincerely watch the moment.,,,
You watch the moment,informal,You watch the moment!,,,
You watch the moment,poetic,"Like a fading echo, you watch the moment.",,,
You watch your words,formal,I sincerely watch your words.,,,
You watch your words,informal,You watch your words!,,,
You watch your words,poetic,"Like a fading echo, you watch your words.",,,
You watch the truth,formal,I sincerely watch the truth.,,,
You watch the truth,informal,You watch the truth!,,,
You watch the truth,poetic,"Like a fading echo, you watch the truth.",,,
You watch that story,formal,I sincerely watch that story.,,,
You watch that story,informal,You watch that story!,,,
You watch that story,poetic,"Like a fading echo, you watch that story.",,,
You meet the place,formal,I sincerely meet the place.,,,
You meet the place,informal,You meet the place!,,,
You meet the place,poetic,"Like a fading echo, you meet the place.",,,
You meet this idea,formal,I sincerely meet this idea.,,,
You meet this idea,informal,You meet this idea!,,,
You meet this idea,poetic,"Like a fading echo, you meet this idea.",,,
You meet the moment,formal,I sincerely meet the moment.,,,
You meet the moment,informal,You meet the moment!,,,
You meet the moment,poetic,"Like a fading echo, you meet the moment.",,,
You meet your words,formal,I sincerely meet your words.,,,
You meet your words,informal,You meet your words!,,,
You meet your words,poetic,"Like a fading echo, you meet your words.",,,
You meet the truth,formal,I sincerely meet the truth.,,,
You meet the truth,informal,You meet the truth!,,,
You meet the truth,poetic,"Like a fading echo, you meet the truth.",,,
You meet that story,formal,I sincerely meet that story.,,,
You meet that story,informal,You meet that story!,,,
You meet that story,poetic,"Like a fading echo, you meet that story.",,,
You hear the place,formal,I sincerely hear the place.,,,
You hear the place,informal,You hear the place!,,,
You hear the place,poetic,"Like a fading echo, you hear the place.",,,
You hear this idea,formal,I sincerely hear this idea.,,,
You hear this idea,informal,You hear this idea!,,,
You hear this idea,poetic,"Like a fading echo, you hear this idea.",,,
You hear the moment,formal,I sincerely hear the moment.,,,
You hear the moment,informal,You hear the moment!,,,
You hear the moment,poetic,"Like a fading echo, you hear the moment.",,,
You hear your words,formal,I sincerely hear your words.,,,
